"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","peptide metabolic process","GO:0006518","1","0","911","33","1","21031","RBM4"
"GO:BP","chromatin remodeling","GO:0006338","1","0","664","33","2","21031","TSPYL5,BAHD1"
"GO:BP","DNA-templated transcription","GO:0006351","1","0","3569","33","10","21031","CACTIN,CDK11B,SOX12,BAHD1,MEPCE,STON1-GTF2A1L,EBF4,SOX15,ZNF593,MTDH"
"GO:BP","DNA-templated transcription initiation","GO:0006352","1","0","189","33","1","21031","STON1-GTF2A1L"
"GO:BP","regulation of DNA-templated transcription","GO:0006355","1","0","3446","33","9","21031","CACTIN,CDK11B,SOX12,BAHD1,MEPCE,EBF4,SOX15,ZNF593,MTDH"
"GO:BP","regulation of transcription by RNA polymerase II","GO:0006357","1","0","2567","33","6","21031","SOX12,MEPCE,EBF4,SOX15,ZNF593,MTDH"
"GO:BP","transcription by RNA polymerase II","GO:0006366","1","0","2691","33","7","21031","SOX12,MEPCE,STON1-GTF2A1L,EBF4,SOX15,ZNF593,MTDH"
"GO:BP","transcription initiation at RNA polymerase II promoter","GO:0006367","1","0","151","33","1","21031","STON1-GTF2A1L"
"GO:BP","RNA processing","GO:0006396","1","0","3382","33","4","21031","CACTIN,RBM4,CDK11B,TRMO"
"GO:BP","mRNA processing","GO:0006397","1","0","1923","33","3","21031","CACTIN,RBM4,CDK11B"
"GO:BP","tRNA metabolic process","GO:0006399","1","0","206","33","1","21031","TRMO"
"GO:BP","intracellular monoatomic ion homeostasis","GO:0006873","1","0","538","33","1","21031","TMEM9"
"GO:BP","tRNA modification","GO:0006400","1","0","95","33","1","21031","TRMO"
"GO:BP","translation","GO:0006412","1","0","723","33","1","21031","RBM4"
"GO:BP","translational initiation","GO:0006413","1","0","128","33","1","21031","RBM4"
"GO:BP","regulation of translation","GO:0006417","1","0","378","33","1","21031","RBM4"
"GO:BP","regulation of translational initiation","GO:0006446","1","0","83","33","1","21031","RBM4"
"GO:BP","protein folding","GO:0006457","1","0","217","33","1","21031","HSP90AB1"
"GO:BP","protein phosphorylation","GO:0006468","1","0","1346","33","6","21031","CACTIN,CDK11B,FLT1,CDK10,HSP90AB1,CILK1"
"GO:BP","protein dephosphorylation","GO:0006470","1","0","218","33","1","21031","HSP90AB1"
"GO:BP","proteolysis","GO:0006508","1","0","1573","33","4","21031","UBQLN1,SERPINB1,DTL,HSP90AB1"
"GO:BP","ubiquitin-dependent protein catabolic process","GO:0006511","1","0","599","33","3","21031","UBQLN1,DTL,HSP90AB1"
"GO:BP","protein monoubiquitination","GO:0006513","1","0","52","33","1","21031","DTL"
"GO:BP","RNA catabolic process","GO:0006401","1","0","306","33","1","21031","ZCCHC17"
"GO:BP","regulation of pH","GO:0006885","1","0","105","33","1","21031","TMEM9"
"GO:BP","intracellular protein transport","GO:0006886","1","0","686","33","1","21031","COPB1"
"GO:BP","endoplasmic reticulum to Golgi vesicle-mediated transport","GO:0006888","1","0","133","33","1","21031","COPB1"
"GO:BP","mitotic cell cycle checkpoint signaling","GO:0007093","1","0","146","33","1","21031","DTL"
"GO:BP","mitotic G2 DNA damage checkpoint signaling","GO:0007095","1","0","37","33","1","21031","DTL"
"GO:BP","cell communication","GO:0007154","1","0","6537","33","14","21031","TSPYL5,UBQLN1,CACTIN,RBM4,FLT1,CHRND,B9D1,CDK10,PLEKHH3,TMEM9,DTL,HSP90AB1,CILK1,MTDH"
"GO:BP","cell adhesion","GO:0007155","1","0","1512","33","2","21031","SOX12,ANTXR1"
"GO:BP","leukocyte cell-cell adhesion","GO:0007159","1","0","403","33","1","21031","SOX12"
"GO:BP","signal transduction","GO:0007165","1","0","5959","33","14","21031","TSPYL5,UBQLN1,CACTIN,RBM4,FLT1,CHRND,B9D1,CDK10,PLEKHH3,TMEM9,DTL,HSP90AB1,CILK1,MTDH"
"GO:BP","cell surface receptor signaling pathway","GO:0007166","1","0","2799","33","8","21031","CACTIN,RBM4,FLT1,CHRND,B9D1,TMEM9,HSP90AB1,MTDH"
"GO:BP","enzyme-linked receptor protein signaling pathway","GO:0007167","1","0","967","33","3","21031","RBM4,FLT1,HSP90AB1"
"GO:BP","transmembrane receptor protein tyrosine kinase signaling pathway","GO:0007169","1","0","616","33","2","21031","RBM4,FLT1"
"GO:BP","transmembrane receptor protein serine/threonine kinase signaling pathway","GO:0007178","1","0","374","33","1","21031","HSP90AB1"
"GO:BP","traversing start control point of mitotic cell cycle","GO:0007089","1","0","4","33","1","21031","CDK10"
"GO:BP","transforming growth factor beta receptor signaling pathway","GO:0007179","1","0","206","33","1","21031","HSP90AB1"
"GO:BP","canonical NF-kappaB signal transduction","GO:0007249","1","0","309","33","2","21031","CACTIN,MTDH"
"GO:BP","cell-cell signaling","GO:0007267","1","0","1704","33","4","21031","RBM4,CHRND,TMEM9,HSP90AB1"
"GO:BP","chemical synaptic transmission","GO:0007268","1","0","750","33","1","21031","CHRND"
"GO:BP","multicellular organism development","GO:0007275","1","0","4643","33","7","21031","LPCAT1,FLT1,B9D1,SOX12,ANTXR1,SOX15,MTDH"
"GO:BP","gamete generation","GO:0007276","1","0","819","33","1","21031","ACOX1"
"GO:BP","spermatogenesis","GO:0007283","1","0","633","33","1","21031","ACOX1"
"GO:BP","regulation of mitotic cell cycle","GO:0007346","1","0","496","33","4","21031","CDK11B,CDK10,MEPCE,DTL"
"GO:BP","nervous system development","GO:0007399","1","0","2531","33","1","21031","SOX12"
"GO:BP","central nervous system development","GO:0007417","1","0","1035","33","1","21031","SOX12"
"GO:BP","sensory organ development","GO:0007423","1","0","610","33","3","21031","LPCAT1,FLT1,B9D1"
"GO:BP","smoothened signaling pathway","GO:0007224","1","0","151","33","1","21031","B9D1"
"GO:BP","nucleosome assembly","GO:0006334","1","0","115","33","1","21031","TSPYL5"
"GO:BP","cell cycle","GO:0007049","1","0","1819","33","6","21031","CDK11B,CDK10,MEPCE,DTL,SOX15,HSP90AB1"
"GO:BP","lysosome organization","GO:0007040","1","0","111","33","1","21031","TMEM9"
"GO:BP","intra-Golgi vesicle-mediated transport","GO:0006891","1","0","35","33","1","21031","COPB1"
"GO:BP","endocytosis","GO:0006897","1","0","704","33","1","21031","STON1-GTF2A1L"
"GO:BP","nucleocytoplasmic transport","GO:0006913","1","0","334","33","1","21031","RBM4"
"GO:BP","autophagy","GO:0006914","1","0","577","33","2","21031","UBQLN1,MTDH"
"GO:BP","apoptotic process","GO:0006915","1","0","1913","33","5","21031","UBQLN1,CDK11B,EBF4,HSP90AB1,MTDH"
"GO:BP","chemotaxis","GO:0006935","1","0","463","33","1","21031","FLT1"
"GO:BP","muscle contraction","GO:0006936","1","0","342","33","1","21031","CHRND"
"GO:BP","striated muscle contraction","GO:0006941","1","0","182","33","1","21031","CHRND"
"GO:BP","response to stress","GO:0006950","1","0","3855","33","7","21031","UBQLN1,CACTIN,RBM4,GLTP,DTL,ADSL,HSP90AB1"
"GO:BP","defense response","GO:0006952","1","0","1791","33","2","21031","UBQLN1,CACTIN"
"GO:BP","lysosomal lumen acidification","GO:0007042","1","0","24","33","1","21031","TMEM9"
"GO:BP","immune response","GO:0006955","1","0","1988","33","2","21031","UBQLN1,CACTIN"
"GO:BP","response to unfolded protein","GO:0006986","1","0","137","33","1","21031","HSP90AB1"
"GO:BP","organelle organization","GO:0006996","1","0","3613","33","8","21031","UBQLN1,ACOX1,B9D1,CDK10,TMEM9,ANTXR1,HSP90AB1,CILK1"
"GO:BP","telomere maintenance via telomerase","GO:0007004","1","0","71","33","1","21031","HSP90AB1"
"GO:BP","cytoskeleton organization","GO:0007010","1","0","1512","33","2","21031","CDK10,ANTXR1"
"GO:BP","microtubule-based process","GO:0007017","1","0","953","33","1","21031","CILK1"
"GO:BP","microtubule-based movement","GO:0007018","1","0","427","33","1","21031","CILK1"
"GO:BP","peroxisome organization","GO:0007031","1","0","39","33","1","21031","ACOX1"
"GO:BP","endosome organization","GO:0007032","1","0","96","33","1","21031","TMEM9"
"GO:BP","vacuole organization","GO:0007033","1","0","232","33","2","21031","UBQLN1,TMEM9"
"GO:BP","vacuolar acidification","GO:0007035","1","0","36","33","1","21031","TMEM9"
"GO:BP","DNA damage response","GO:0006974","1","0","896","33","1","21031","DTL"
"GO:BP","muscle organ development","GO:0007517","1","0","357","33","2","21031","CHRND,SOX15"
"GO:BP","chromatin organization","GO:0006325","1","0","816","33","3","21031","TSPYL5,BAHD1,SOX15"
"GO:BP","DNA repair","GO:0006281","1","0","604","33","1","21031","DTL"
"GO:BP","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","GO:0000377","1","0","1731","33","2","21031","CACTIN,RBM4"
"GO:BP","alternative mRNA splicing, via spliceosome","GO:0000380","1","0","72","33","1","21031","RBM4"
"GO:BP","regulation of alternative mRNA splicing, via spliceosome","GO:0000381","1","0","55","33","1","21031","RBM4"
"GO:BP","mRNA splicing, via spliceosome","GO:0000398","1","0","1731","33","2","21031","CACTIN,RBM4"
"GO:BP","telomere maintenance","GO:0000723","1","0","160","33","1","21031","HSP90AB1"
"GO:BP","DNA synthesis involved in DNA repair","GO:0000731","1","0","42","33","1","21031","DTL"
"GO:BP","RNA methylation","GO:0001510","1","0","92","33","2","21031","MEPCE,TRMO"
"GO:BP","angiogenesis","GO:0001525","1","0","538","33","2","21031","FLT1,MTDH"
"GO:BP","regulation of cell growth","GO:0001558","1","0","424","33","1","21031","CDK11B"
"GO:BP","blood vessel development","GO:0001568","1","0","721","33","3","21031","FLT1,ANTXR1,MTDH"
"GO:BP","eye development","GO:0001654","1","0","402","33","3","21031","LPCAT1,FLT1,B9D1"
"GO:BP","response to hypoxia","GO:0001666","1","0","303","33","2","21031","UBQLN1,ADSL"
"GO:BP","intracellular glucose homeostasis","GO:0001678","1","0","165","33","1","21031","RBM4"
"GO:BP","in utero embryonic development","GO:0001701","1","0","410","33","2","21031","B9D1,SOX15"
"GO:BP","cell activation","GO:0001775","1","0","1092","33","2","21031","SOX12,SOX15"
"GO:BP","cytokine production","GO:0001816","1","0","779","33","3","21031","CACTIN,SERPINB1,HSP90AB1"
"GO:BP","regulation of cytokine production","GO:0001817","1","0","773","33","3","21031","CACTIN,SERPINB1,HSP90AB1"
"GO:BP","negative regulation of cytokine production","GO:0001818","1","0","290","33","3","21031","CACTIN,SERPINB1,HSP90AB1"
"GO:BP","placenta development","GO:0001890","1","0","151","33","2","21031","SOX15,HSP90AB1"
"GO:BP","embryonic placenta development","GO:0001892","1","0","89","33","1","21031","SOX15"
"GO:BP","regulation of protein phosphorylation","GO:0001932","1","0","910","33","3","21031","CACTIN,FLT1,HSP90AB1"
"GO:BP","RNA splicing, via transesterification reactions","GO:0000375","1","0","1735","33","2","21031","CACTIN,RBM4"
"GO:BP","mitotic cell cycle","GO:0000278","1","0","895","33","4","21031","CDK11B,CDK10,MEPCE,DTL"
"GO:BP","protein polyubiquitination","GO:0000209","1","0","261","33","1","21031","DTL"
"GO:BP","MAPK cascade","GO:0000165","1","0","745","33","2","21031","FLT1,CDK10"
"GO:BP","negative regulation of protein phosphorylation","GO:0001933","1","0","270","33","1","21031","CACTIN"
"GO:BP","reproduction","GO:0000003","1","0","1552","33","3","21031","ACOX1,ANTXR1,SOX15"
"GO:BP","very long-chain fatty acid metabolic process","GO:0000038","1","0","35","33","1","21031","ACOX1"
"GO:BP","autophagosome assembly","GO:0000045","1","0","113","33","1","21031","UBQLN1"
"GO:BP","cell cycle checkpoint signaling","GO:0000075","1","0","197","33","1","21031","DTL"
"GO:BP","DNA damage checkpoint signaling","GO:0000077","1","0","131","33","1","21031","DTL"
"GO:BP","G1/S transition of mitotic cell cycle","GO:0000082","1","0","213","33","2","21031","CDK10,MEPCE"
"GO:BP","G2/M transition of mitotic cell cycle","GO:0000086","1","0","138","33","1","21031","DTL"
"GO:BP","negative regulation of transcription by RNA polymerase II","GO:0000122","1","0","986","33","4","21031","SOX12,MEPCE,SOX15,MTDH"
"GO:BP","positive regulation of protein phosphorylation","GO:0001934","1","0","603","33","2","21031","FLT1,HSP90AB1"
"GO:BP","endothelial cell proliferation","GO:0001935","1","0","160","33","1","21031","FLT1"
"GO:BP","regulation of endothelial cell proliferation","GO:0001936","1","0","136","33","1","21031","FLT1"
"GO:BP","innate immune response-activating signaling pathway","GO:0002758","1","0","258","33","2","21031","UBQLN1,CACTIN"
"GO:BP","immune response-regulating signaling pathway","GO:0002764","1","0","492","33","2","21031","UBQLN1,CACTIN"
"GO:BP","peptide secretion","GO:0002790","1","0","254","33","1","21031","RBM4"
"GO:BP","regulation of response to biotic stimulus","GO:0002831","1","0","502","33","2","21031","UBQLN1,CACTIN"
"GO:BP","negative regulation of response to biotic stimulus","GO:0002832","1","0","112","33","1","21031","CACTIN"
"GO:BP","positive regulation of response to biotic stimulus","GO:0002833","1","0","369","33","2","21031","UBQLN1,CACTIN"
"GO:BP","developmental process involved in reproduction","GO:0003006","1","0","1017","33","2","21031","ACOX1,SOX15"
"GO:BP","system process","GO:0003008","1","0","2258","33","1","21031","CHRND"
"GO:BP","skeletal muscle contraction","GO:0003009","1","0","46","33","1","21031","CHRND"
"GO:BP","muscle system process","GO:0003012","1","0","429","33","1","21031","CHRND"
"GO:BP","immune response-activating signaling pathway","GO:0002757","1","0","465","33","2","21031","UBQLN1,CACTIN"
"GO:BP","organic acid metabolic process","GO:0006082","1","0","927","33","1","21031","ACOX1"
"GO:BP","nucleobase-containing compound metabolic process","GO:0006139","1","0","8055","33","16","21031","CACTIN,RBM4,CDK11B,ZCCHC17,SOX12,BAHD1,MEPCE,DTL,STON1-GTF2A1L,EBF4,SOX15,ZNF593,ADSL,HSP90AB1,TRMO,MTDH"
"GO:BP","purine nucleotide metabolic process","GO:0006163","1","0","538","33","1","21031","ADSL"
"GO:BP","purine nucleotide biosynthetic process","GO:0006164","1","0","257","33","1","21031","ADSL"
"GO:BP","AMP biosynthetic process","GO:0006167","1","0","13","33","1","21031","ADSL"
"GO:BP","GMP biosynthetic process","GO:0006177","1","0","15","33","1","21031","ADSL"
"GO:BP","IMP biosynthetic process","GO:0006188","1","0","11","33","1","21031","ADSL"
"GO:BP","'de novo' IMP biosynthetic process","GO:0006189","1","0","6","33","1","21031","ADSL"
"GO:BP","DNA metabolic process","GO:0006259","1","0","1040","33","2","21031","DTL,HSP90AB1"
"GO:BP","DNA replication","GO:0006260","1","0","281","33","1","21031","DTL"
"GO:BP","RNA-templated DNA biosynthetic process","GO:0006278","1","0","73","33","1","21031","HSP90AB1"
"GO:BP","generation of precursor metabolites and energy","GO:0006091","1","0","515","33","2","21031","ACOX1,ADSL"
"GO:BP","postreplication repair","GO:0006301","1","0","35","33","1","21031","DTL"
"GO:BP","cytoplasmic pattern recognition receptor signaling pathway","GO:0002753","1","0","156","33","1","21031","UBQLN1"
"GO:BP","regulation of leukocyte activation","GO:0002694","1","0","561","33","1","21031","SOX12"
"GO:BP","negative regulation of endothelial cell proliferation","GO:0001937","1","0","43","33","1","21031","FLT1"
"GO:BP","vasculature development","GO:0001944","1","0","752","33","4","21031","FLT1,B9D1,ANTXR1,MTDH"
"GO:BP","regulation of cytokine-mediated signaling pathway","GO:0001959","1","0","158","33","1","21031","CACTIN"
"GO:BP","negative regulation of cytokine-mediated signaling pathway","GO:0001960","1","0","77","33","1","21031","CACTIN"
"GO:BP","columnar/cuboidal epithelial cell differentiation","GO:0002065","1","0","126","33","2","21031","RBM4,B9D1"
"GO:BP","glandular epithelial cell differentiation","GO:0002067","1","0","73","33","1","21031","RBM4"
"GO:BP","cytoplasmic translation","GO:0002181","1","0","156","33","1","21031","RBM4"
"GO:BP","cytoplasmic translational initiation","GO:0002183","1","0","40","33","1","21031","RBM4"
"GO:BP","cap-independent translational initiation","GO:0002190","1","0","4","33","1","21031","RBM4"
"GO:BP","positive regulation of leukocyte activation","GO:0002696","1","0","354","33","1","21031","SOX12"
"GO:BP","activation of innate immune response","GO:0002218","1","0","279","33","2","21031","UBQLN1,CACTIN"
"GO:BP","toll-like receptor signaling pathway","GO:0002224","1","0","72","33","1","21031","CACTIN"
"GO:BP","response to molecule of bacterial origin","GO:0002237","1","0","354","33","2","21031","CACTIN,MTDH"
"GO:BP","hematopoietic progenitor cell differentiation","GO:0002244","1","0","138","33","1","21031","ACP6"
"GO:BP","activation of immune response","GO:0002253","1","0","531","33","2","21031","UBQLN1,CACTIN"
"GO:BP","immune system process","GO:0002376","1","0","2776","33","4","21031","UBQLN1,CACTIN,FLT1,SOX12"
"GO:BP","leukocyte differentiation","GO:0002521","1","0","627","33","1","21031","SOX12"
"GO:BP","monocyte chemotaxis","GO:0002548","1","0","68","33","1","21031","FLT1"
"GO:BP","regulation of immune system process","GO:0002682","1","0","1512","33","3","21031","UBQLN1,CACTIN,SOX12"
"GO:BP","negative regulation of immune system process","GO:0002683","1","0","495","33","2","21031","UBQLN1,CACTIN"
"GO:BP","positive regulation of immune system process","GO:0002684","1","0","1054","33","3","21031","UBQLN1,CACTIN,SOX12"
"GO:BP","pattern recognition receptor signaling pathway","GO:0002221","1","0","241","33","2","21031","UBQLN1,CACTIN"
"GO:BP","skeletal muscle tissue development","GO:0007519","1","0","171","33","1","21031","CHRND"
"GO:BP","sex differentiation","GO:0007548","1","0","290","33","1","21031","SOX15"
"GO:BP","response to nutrient","GO:0007584","1","0","167","33","1","21031","ADSL"
"GO:BP","viral process","GO:0016032","1","0","429","33","1","21031","HSP90AB1"
"GO:BP","lipid catabolic process","GO:0016042","1","0","344","33","1","21031","ACOX1"
"GO:BP","cellular component organization","GO:0016043","1","0","8151","33","13","21031","TSPYL5,UBQLN1,ACOX1,CDK11B,B9D1,CDK10,TMEM9,BAHD1,GLTP,ANTXR1,SOX15,HSP90AB1,CILK1"
"GO:BP","cell growth","GO:0016049","1","0","499","33","1","21031","CDK11B"
"GO:BP","vesicle organization","GO:0016050","1","0","364","33","1","21031","TMEM9"
"GO:BP","organic acid catabolic process","GO:0016054","1","0","252","33","1","21031","ACOX1"
"GO:BP","Wnt signaling pathway","GO:0016055","1","0","452","33","1","21031","TMEM9"
"GO:BP","RNA metabolic process","GO:0016070","1","0","6946","33","13","21031","CACTIN,RBM4,CDK11B,ZCCHC17,SOX12,BAHD1,MEPCE,STON1-GTF2A1L,EBF4,SOX15,ZNF593,TRMO,MTDH"
"GO:BP","mRNA metabolic process","GO:0016071","1","0","2169","33","3","21031","CACTIN,RBM4,CDK11B"
"GO:BP","snRNA metabolic process","GO:0016073","1","0","56","33","1","21031","MEPCE"
"GO:BP","vesicle-mediated transport","GO:0016192","1","0","1547","33","2","21031","COPB1,STON1-GTF2A1L"
"GO:BP","regulation of striated muscle tissue development","GO:0016202","1","0","19","33","1","21031","SOX15"
"GO:BP","macroautophagy","GO:0016236","1","0","325","33","1","21031","UBQLN1"
"GO:BP","regulation of macroautophagy","GO:0016241","1","0","159","33","1","21031","UBQLN1"
"GO:BP","phosphorylation","GO:0016310","1","0","1579","33","6","21031","CACTIN,CDK11B,FLT1,CDK10,HSP90AB1,CILK1"
"GO:BP","dephosphorylation","GO:0016311","1","0","298","33","2","21031","ACP6,HSP90AB1"
